id,carat,cut,color,clarity,depth,table,x,y,z,price
8319,2.0,Ideal,I,SI2,62.0,57.0,7.94,8.02,4.93,12937
28275,1.02,Premium,G,VS2,62.5,56.0,6.44,6.39,4.0,6412
134534,0.71,Ideal,E,SI2,62.4,57.0,5.71,5.66,3.55,2343
6946,1.52,Premium,F,SI1,62.1,59.0,7.35,7.31,4.55,11480
155969,1.51,Ideal,G,SI1,62.9,55.0,7.31,7.27,4.57,11029
135248,0.26,Very Good,D,VVS2,63.3,58.0,4.01,4.03,2.53,799
120512,1.51,Very Good,I,SI2,63.3,58.0,7.25,7.21,4.58,7990
33390,1.2,Very Good,I,SI1,63.4,58.0,6.75,6.67,4.25,5376
99530,0.7,Premium,F,SI1,62.1,60.0,5.7,5.67,3.53,2168
40306,0.5,Very Good,E,VS2,61.5,60.0,5.08,5.11,3.13,1847
44452,0.53,Ideal,D,VVS2,61.7,56.0,5.2,5.22,3.22,2612
111057,0.73,Ideal,F,VVS2,62.2,56.0,5.76,5.81,3.6,3294
3862,1.6,Ideal,J,SI1,62.2,53.2,7.48,7.53,4.68,8075
165573,0.73,Ideal,H,VVS1,62.3,57.0,5.72,5.77,3.58,2616
178571,1.04,Ideal,F,VVS1,60.7,57.0,6.61,6.55,4.0,9009
63024,0.32,Ideal,I,VS2,62.2,57.0,4.37,4.4,2.73,459
21750,0.52,Ideal,F,SI1,61.2,56.0,5.18,5.2,3.18,1376
161216,0.4,Premium,G,VS2,62.1,60.0,4.71,4.74,2.93,835
149891,0.32,Very Good,G,VS1,62.0,62.0,4.34,4.35,2.69,645
131614,0.36,Ideal,D,SI1,61.4,57.0,4.56,4.59,2.81,638
65115,0.31,Ideal,D,SI1,61.0,57.0,4.37,4.35,2.66,709
20784,0.7,Very Good,D,SI2,61.4,58.0,5.73,5.75,3.52,1918
81669,0.7,Good,D,SI2,63.4,60.0,5.58,5.65,3.56,1958
12942,1.5,Ideal,E,SI1,61.9,57.0,7.38,7.33,4.55,12255
73040,1.72,Premium,H,SI1,62.0,60.0,7.66,7.58,4.72,11077
187102,0.51,Ideal,D,VS2,62.7,56.0,5.06,5.1,3.19,1787
36048,0.51,Ideal,G,VVS1,61.9,56.0,5.12,5.1,3.16,2005
84198,0.28,Ideal,E,VS2,60.4,58.0,4.27,4.31,2.59,597
131450,0.5,Ideal,D,VS1,61.6,57.0,5.08,5.11,3.13,1860
176323,0.4,Ideal,D,SI1,62.3,55.0,4.77,4.7,2.95,990
15570,0.9,Very Good,I,SI1,60.2,59.0,6.16,6.2,3.72,2947
16422,0.34,Premium,I,VS1,62.0,60.0,4.39,4.46,2.74,537
17239,1.5,Premium,D,SI1,60.2,58.0,7.41,7.37,4.45,11231
117387,1.07,Premium,H,SI1,62.0,60.0,6.55,6.52,4.05,4274
141183,0.71,Ideal,G,VVS1,61.5,57.0,5.74,5.79,3.54,3993
45723,1.02,Premium,E,VS1,62.0,58.0,6.46,6.42,4.0,7812
8310,0.7,Ideal,I,VS1,61.3,56.0,5.7,5.74,3.51,2364
3206,1.04,Very Good,F,SI1,61.6,57.0,6.53,6.55,4.03,5484
166482,0.33,Premium,D,SI1,59.5,59.0,4.53,4.51,2.68,780
166154,1.01,Good,G,VS1,64.0,57.7,6.29,6.31,4.05,6025
115118,1.6,Ideal,G,VS2,61.7,57.0,7.55,7.51,4.65,13014
160343,1.01,Ideal,G,SI1,61.2,57.0,6.45,6.48,3.95,4955
87188,0.71,Ideal,F,SI1,61.8,55.0,5.72,5.76,3.55,2818
45206,0.33,Ideal,F,VVS2,61.6,55.0,4.45,4.47,2.75,829
192235,0.74,Ideal,E,SI1,62.3,55.0,5.79,5.77,3.59,2760
132949,0.7,Premium,G,SI1,61.3,58.0,5.73,5.75,3.51,2398
104713,1.08,Ideal,G,SI2,61.2,60.0,6.63,6.6,4.06,4996
98854,0.9,Ideal,G,SI1,61.7,56.0,6.22,6.25,3.84,4496
139643,0.55,Ideal,E,SI1,60.9,56.0,5.31,5.28,3.22,1397
166942,0.36,Premium,E,SI2,60.1,59.0,4.65,4.61,2.75,574
47377,0.31,Good,F,VS2,63.1,54.0,4.3,4.34,2.73,603
151810,0.39,Premium,G,VS1,60.8,59.0,4.71,4.74,2.87,941
97687,0.43,Very Good,D,VS2,59.2,58.0,4.88,4.91,2.91,1005
12436,0.33,Ideal,G,IF,61.2,55.0,4.46,4.49,2.74,946
102625,0.31,Premium,G,VS1,62.8,58.0,4.34,4.31,2.72,802
101913,1.08,Ideal,D,SI2,62.3,57.0,6.61,6.55,4.1,5311
106652,0.4,Premium,H,SI1,62.4,58.0,4.69,4.73,2.93,803
147211,0.37,Ideal,G,VS2,62.1,55.0,4.61,4.64,2.87,746
92515,1.06,Ideal,H,VS2,62.5,55.0,6.54,6.51,4.08,5524
182733,0.77,Premium,G,SI1,60.4,60.0,5.91,5.87,3.56,2621
115752,0.28,Very Good,F,VVS2,62.0,55.0,4.21,4.25,2.62,786
1643,0.52,Good,H,VS1,63.8,59.0,5.11,5.07,3.25,1392
28753,0.9,Premium,I,SI2,62.3,60.0,6.13,6.07,3.77,2789
156337,0.38,Very Good,G,VVS1,60.9,57.0,4.67,4.7,2.86,1000
94174,1.22,Ideal,G,VVS2,61.4,56.0,6.88,6.84,4.2,10742
132296,1.04,Very Good,F,SI1,63.1,56.0,6.45,6.48,4.07,5145
130399,0.75,Very Good,F,SI2,59.1,61.0,5.93,5.96,3.5,2590
85348,0.42,Ideal,G,VVS1,61.0,56.0,4.85,4.87,2.97,1236
99873,1.02,Ideal,H,SI1,62.5,57.0,6.36,6.44,4.0,4048
68141,0.9,Good,G,SI2,64.2,57.0,6.04,6.06,3.88,3115
124052,0.31,Premium,H,VS2,62.1,60.0,4.32,4.35,2.69,446
133467,2.01,Ideal,H,SI2,62.2,57.0,8.04,8.08,5.0,15874
144217,0.77,Ideal,F,SI2,61.7,57.0,5.87,5.91,3.64,2587
99171,0.33,Premium,D,SI1,61.0,60.0,4.44,4.42,2.71,728
82294,0.3,Ideal,G,VVS1,61.2,57.0,4.32,4.34,2.64,764
70232,1.01,Very Good,H,SI1,60.2,61.0,6.47,6.54,3.92,5335
17788,0.33,Ideal,H,VS1,61.5,56.0,4.46,4.42,2.73,540
86488,0.55,Very Good,E,SI1,61.7,58.0,5.22,5.25,3.23,1696
125696,1.2,Very Good,F,SI1,60.9,58.0,6.86,6.82,4.17,6323
5536,0.38,Ideal,G,VVS2,61.4,56.0,4.71,4.68,2.88,1113
50422,0.31,Ideal,F,VS2,61.8,55.0,4.36,4.41,2.71,625
182696,1.02,Good,H,VS1,63.4,58.0,6.35,6.38,4.04,5598
158134,0.31,Good,G,SI2,63.3,55.0,4.3,4.32,2.73,433
150728,0.9,Ideal,F,SI1,61.7,56.0,6.18,6.21,3.83,4153
123511,0.42,Premium,G,VVS2,61.5,60.0,4.76,4.79,2.94,1103
187735,1.01,Ideal,G,VS2,62.1,57.0,6.43,6.37,3.98,6610
36487,0.76,Ideal,I,VS1,61.8,55.0,5.84,5.87,3.62,2889
91373,1.23,Very Good,H,SI2,60.0,58.0,6.97,6.93,4.2,4596
112614,0.3,Ideal,E,VVS2,62.2,54.0,4.33,4.36,2.7,814
157772,0.7,Premium,G,SI1,62.5,58.0,5.65,5.64,3.53,2215
127316,0.37,Premium,D,VS2,61.5,59.0,4.6,4.63,2.84,958
181342,0.56,Ideal,D,SI1,61.8,55.0,5.29,5.33,3.28,1777
104190,0.34,Ideal,F,VS2,61.7,55.0,4.49,4.53,2.78,880
95829,0.41,Ideal,I,IF,61.5,56.0,4.82,4.79,2.95,1127
101594,1.04,Very Good,G,VVS2,61.9,55.0,6.52,6.55,4.04,8442
51423,2.05,Premium,J,SI2,62.4,59.0,8.08,8.13,5.06,13063
143722,1.5,Ideal,J,VS2,60.0,57.0,7.35,7.38,4.4,8185
176851,0.39,Very Good,J,VS1,57.8,59.0,4.86,4.9,2.81,703
60056,1.03,Ideal,H,VS2,61.9,54.0,6.53,6.51,4.04,4685
46680,1.52,Premium,J,VS2,60.4,59.0,7.39,7.36,4.46,7143
98559,0.71,Premium,E,SI1,61.3,58.0,5.77,5.73,3.52,2817
81752,0.7,Very Good,G,SI1,61.1,60.0,5.66,5.72,3.47,2230
77771,1.0,Premium,H,VS2,61.7,61.0,6.16,6.13,3.78,4134
64893,0.7,Premium,E,VS2,61.5,58.0,5.7,5.71,3.51,2611
175716,0.56,Very Good,E,SI1,61.7,59.0,5.27,5.3,3.26,1581
128937,0.9,Premium,E,VS2,62.2,60.0,6.1,6.16,3.81,4739
35338,1.2,Very Good,I,SI2,62.4,58.0,6.79,6.86,4.26,4816
29006,0.31,Ideal,F,VS2,61.8,55.0,4.36,4.39,2.7,583
94819,0.32,Ideal,H,SI1,61.7,57.0,4.37,4.41,2.71,576
7948,1.01,Very Good,D,VVS2,63.5,59.0,6.31,6.34,4.02,7785
27895,0.42,Ideal,I,VS1,61.9,54.0,4.83,4.85,2.99,801
86956,1.03,Premium,G,SI1,62.6,59.0,6.39,6.43,4.01,4612
188139,1.23,Ideal,G,VS2,62.6,54.0,6.8,6.84,4.28,8246
50045,0.32,Ideal,G,VVS1,62.3,53.0,4.4,4.42,2.75,753
148061,0.74,Very Good,D,SI2,63.5,56.0,5.78,5.74,3.66,2398
17687,0.31,Ideal,G,VS2,62.5,56.0,4.36,4.31,2.71,698
112982,0.56,Ideal,E,VS1,61.4,54.0,5.3,5.29,3.25,2211
104137,0.56,Ideal,D,SI1,61.8,56.0,5.31,5.28,3.26,1937
153415,0.42,Premium,E,VS2,62.6,59.0,4.78,4.75,2.98,1024
140780,1.11,Premium,I,SI1,63.0,59.0,6.65,6.57,4.17,4682
181329,0.33,Premium,G,VS2,62.9,58.0,4.41,4.37,2.76,579
117864,1.51,Premium,F,SI1,62.9,59.0,7.3,7.26,4.57,11873
164767,1.39,Ideal,G,VS2,62.1,57.0,7.08,7.1,4.4,9354
46022,0.7,Very Good,G,VS2,62.9,57.0,5.64,5.66,3.55,2507
192741,0.62,Ideal,G,VS1,62.0,55.0,5.44,5.47,3.38,1932
92090,0.43,Ideal,E,VVS2,61.6,55.0,4.83,4.85,2.98,1056
31512,0.46,Ideal,I,VS2,62.0,56.0,4.93,4.96,3.07,1059
29274,0.56,Very Good,D,SI1,63.2,56.0,5.22,5.25,3.31,1664
165291,0.5,Ideal,G,VS2,62.0,53.0,5.09,5.12,3.17,1316
101672,1.5,Very Good,H,SI1,62.2,60.0,7.26,7.29,4.53,10602
51988,1.51,Premium,I,VS2,61.6,59.0,7.31,7.37,4.52,9411
173185,1.01,Premium,F,SI1,61.1,58.0,6.5,6.46,3.95,4849
142890,1.03,Ideal,H,VS2,61.6,57.0,6.46,6.52,4.0,5592
168047,1.2,Ideal,G,VVS1,60.5,60.0,6.91,6.87,4.17,10221
173067,0.59,Ideal,E,VS2,62.1,56.0,5.38,5.33,3.32,1749
31193,0.82,Very Good,H,VS2,62.4,58.0,5.96,6.0,3.73,3454
151202,0.91,Very Good,F,SI1,63.0,59.0,6.11,6.14,3.86,4054
89934,1.0,Very Good,J,SI1,63.3,58.0,6.28,6.24,3.97,3356
180753,1.04,Ideal,J,SI2,62.1,56.0,6.51,6.53,4.05,4078
35800,0.5,Ideal,G,VS1,62.2,54.0,5.08,5.11,3.17,1624
151566,0.42,Ideal,E,VVS2,62.5,56.0,4.75,4.78,2.98,1262
190285,1.57,Premium,F,SI1,61.9,59.0,7.47,7.43,4.62,12152
59148,0.9,Ideal,G,VS2,62.3,57.0,6.17,6.13,3.83,4309
56275,0.31,Ideal,D,VS2,62.6,57.0,4.34,4.31,2.7,942
164814,1.5,Ideal,H,SI2,62.3,59.0,7.37,7.34,4.58,7340
189148,0.4,Ideal,G,VVS1,61.7,56.0,4.73,4.78,2.93,1098
113116,0.72,Ideal,F,VS1,62.0,56.0,5.77,5.73,3.56,2841
183809,0.36,Ideal,G,VS1,62.9,54.0,4.57,4.52,2.86,741
188174,0.54,Ideal,H,SI2,60.7,56.0,5.3,5.27,3.21,1072
159042,0.96,Premium,F,SI1,60.3,57.0,6.39,6.33,3.85,4153
90369,1.01,Premium,G,VS1,61.0,57.0,6.44,6.39,3.91,6239
51139,0.3,Premium,G,VVS2,59.7,60.0,4.32,4.35,2.59,684
12042,1.05,Very Good,F,SI2,63.3,57.0,6.43,6.47,4.08,4626
80493,0.32,Ideal,G,VS1,61.7,56.0,4.41,4.43,2.73,828
99601,1.01,Premium,F,SI2,62.8,59.0,6.41,6.24,3.98,4155
186493,1.23,Ideal,H,SI2,60.4,57.0,6.95,6.9,4.19,4914
29397,0.32,Ideal,F,VS1,61.6,57.0,4.41,4.43,2.72,676
57562,1.01,Fair,D,SI2,64.5,57.0,6.31,6.28,4.07,5661
10360,1.03,Very Good,F,SI2,63.1,57.0,6.42,6.35,4.02,4414
186774,0.51,Ideal,G,VS1,62.4,55.0,5.11,5.13,3.19,1656
143924,2.0,Premium,I,SI1,62.9,62.0,8.0,8.09,5.07,15957
83096,0.7,Very Good,H,VS1,63.3,56.0,5.62,5.55,3.53,2368
124529,0.6,Ideal,H,SI2,60.9,55.0,5.43,5.48,3.32,1292
94664,0.3,Ideal,G,SI1,61.4,57.0,4.35,4.38,2.68,432
107899,0.31,Ideal,E,VVS1,61.6,57.0,4.34,4.38,2.68,1017
181639,0.31,Very Good,F,VS2,62.8,56.0,4.28,4.31,2.7,625
65946,0.51,Premium,G,SI1,62.0,60.0,5.09,5.06,3.14,1327
164896,1.71,Premium,G,SI2,60.0,59.0,7.74,7.78,4.66,10302
92913,0.3,Ideal,F,SI1,61.2,56.0,4.33,4.31,2.64,591
98758,0.38,Ideal,E,VS1,61.6,57.0,4.63,4.66,2.86,1000
182211,0.32,Very Good,G,VVS2,62.2,54.0,4.36,4.39,2.72,730
133275,1.17,Ideal,H,SI1,62.0,55.0,6.75,6.71,4.18,6002
130613,1.07,Very Good,F,SI2,61.8,57.0,6.53,6.6,4.06,4032
82846,1.29,Ideal,H,SI2,61.6,57.0,7.0,7.05,4.34,6444
83151,1.53,Premium,G,VS2,62.4,60.0,7.36,7.31,4.58,10846
17514,1.12,Ideal,G,VS1,62.3,57.0,6.64,6.68,4.16,7879
12936,0.33,Ideal,F,VS2,62.0,55.0,4.46,4.48,2.77,666
145042,0.32,Ideal,G,VVS1,62.0,55.0,4.38,4.37,2.71,842
127790,0.31,Ideal,H,SI1,61.9,56.0,4.35,4.38,2.7,446
186624,0.71,Ideal,I,SI1,61.8,55.0,5.75,5.76,3.56,2129
64215,0.9,Good,I,VS2,62.9,56.0,6.09,6.12,3.83,3489
188874,1.23,Premium,H,SI2,62.1,58.0,6.92,6.86,4.26,4876
150747,0.53,Ideal,F,SI2,61.5,55.0,5.25,5.23,3.22,1286
39254,0.9,Very Good,I,VS1,60.6,59.0,6.22,6.27,3.79,3924
55853,0.81,Ideal,D,SI2,62.0,57.0,6.0,5.95,3.71,3146
165956,0.35,Ideal,D,SI1,61.4,55.3,4.54,4.56,2.79,627
155336,0.52,Very Good,D,VS2,59.2,60.0,5.26,5.3,3.12,1803
154403,2.01,Premium,I,SI1,62.9,59.0,8.03,7.99,5.05,14799
35509,0.71,Ideal,D,SI2,61.6,56.0,5.71,5.75,3.53,2551
39679,0.53,Ideal,H,VS1,61.7,56.0,5.19,5.23,3.21,1738
137943,0.75,Ideal,G,SI2,62.2,55.0,5.81,5.84,3.62,2460
122312,0.3,Very Good,F,VS2,61.3,55.0,4.31,4.33,2.65,578
30492,0.5,Premium,E,SI1,60.7,58.0,5.11,5.05,3.08,1273
89229,1.01,Very Good,E,VS2,60.0,59.0,6.49,6.53,3.91,6239
84717,1.16,Ideal,H,SI1,60.9,56.0,6.83,6.79,4.14,5950
67938,0.4,Very Good,E,VS2,63.3,56.0,4.7,4.66,2.96,999
188991,0.51,Ideal,G,VVS2,61.7,55.0,5.14,5.17,3.18,2094
77345,0.51,Ideal,F,VS2,62.3,57.0,5.12,5.09,3.19,1340
104833,2.01,Very Good,I,VS2,61.4,59.0,8.02,8.1,4.93,16778
66923,1.0,Good,G,SI2,64.3,53.0,6.18,6.28,4.0,3590
152836,0.4,Ideal,E,VS2,62.4,54.0,4.74,4.77,2.97,888
90506,0.7,Very Good,G,VS2,63.1,58.0,5.64,5.63,3.56,2137
98777,1.07,Premium,D,SI2,61.0,58.0,6.62,6.56,4.02,5408
117756,0.71,Premium,E,VS2,62.8,59.0,5.73,5.68,3.58,2696
42134,2.03,Premium,G,SI2,61.9,56.0,8.13,8.21,5.04,15365
53688,1.02,Ideal,F,SI2,62.3,55.0,6.41,6.44,4.0,4574
68431,1.02,Premium,G,VS2,63.0,58.0,6.4,6.44,4.05,6050
121857,0.36,Ideal,J,SI1,61.2,57.0,4.57,4.62,2.81,469
186343,0.35,Ideal,F,VS2,61.8,56.0,4.49,4.52,2.79,906
58974,2.01,Very Good,H,SI1,60.3,60.0,8.0,8.07,4.88,16992
23529,1.01,Very Good,F,SI2,63.4,54.0,6.35,6.4,4.04,4693
99848,0.32,Premium,F,VS2,61.3,59.0,4.42,4.39,2.7,828
166111,0.72,Ideal,G,SI1,61.4,56.0,5.74,5.77,3.53,2657
181838,2.01,Ideal,H,SI2,60.9,60.0,8.11,8.17,4.94,16512
38600,1.09,Very Good,H,SI1,62.5,59.0,6.51,6.55,4.1,4960
81947,0.35,Premium,E,SI1,61.9,56.0,4.51,4.54,2.8,552
170158,1.07,Good,F,SI2,60.0,61.0,6.68,6.64,3.98,4604
2814,0.54,Very Good,E,VS2,61.2,58.0,5.24,5.21,3.2,1637
60789,0.31,Ideal,I,IF,60.7,56.0,4.4,4.43,2.67,684
104086,0.73,Ideal,E,SI2,60.3,57.0,5.85,5.89,3.54,2596
180946,2.01,Premium,F,SI1,61.3,61.0,8.16,8.13,4.98,17995
95446,0.31,Ideal,E,SI1,62.1,57.0,4.33,4.36,2.7,516
21373,0.51,Ideal,G,VS1,61.6,57.0,5.12,5.15,3.17,1815
188638,0.32,Premium,E,SI2,62.0,59.0,4.36,4.42,2.72,603
76632,0.5,Ideal,F,SI1,61.8,55.0,5.12,5.08,3.15,1414
5224,0.31,Very Good,D,SI2,62.0,56.0,4.34,4.37,2.7,462
96195,1.5,Ideal,I,VS1,63.0,56.0,7.33,7.28,4.59,10200
146390,1.0,Ideal,G,VS2,62.7,57.0,6.38,6.35,3.98,5860
25293,0.5,Ideal,I,SI1,62.3,55.0,5.08,5.11,3.17,1142
121945,0.9,Ideal,G,VS2,62.7,55.0,6.16,6.13,3.85,4463
99603,0.32,Ideal,G,SI1,61.7,55.0,4.36,4.38,2.7,477
50202,1.37,Premium,I,VS2,60.9,59.0,7.2,7.17,4.37,6135
39993,0.3,Ideal,H,IF,60.1,57.0,4.4,4.37,2.63,1013
1934,1.0,Very Good,D,SI1,59.8,54.0,6.51,6.5,3.89,5390
9016,0.52,Premium,G,VS2,61.8,58.0,5.18,5.14,3.19,1546
13713,1.01,Good,D,SI2,63.1,60.0,6.29,6.36,3.99,4427
137480,0.31,Premium,J,VVS1,60.8,60.0,4.34,4.37,2.65,521
185275,0.3,Very Good,D,VS2,59.5,58.0,4.26,4.29,2.56,709
8911,0.73,Very Good,F,VS1,62.4,59.0,5.72,5.76,3.59,3206
15912,0.9,Good,H,SI1,60.1,63.0,6.14,6.21,3.73,3577
170497,0.41,Ideal,E,SI1,61.4,55.0,4.8,4.84,2.96,719
141347,0.52,Ideal,D,VS2,60.6,57.0,5.2,5.24,3.16,1817
179978,0.51,Ideal,D,VS2,62.0,57.0,5.1,5.13,3.17,1694
99234,1.5,Fair,H,SI2,65.5,56.0,7.15,7.1,4.65,6085
78573,0.5,Ideal,E,VS1,61.8,57.0,5.11,5.13,3.16,1758
93455,0.53,Ideal,D,SI1,60.2,55.0,5.23,5.29,3.17,1610
10351,0.32,Very Good,G,VS1,63.2,56.0,4.31,4.35,2.74,645
178623,0.25,Ideal,E,VVS1,61.6,55.0,4.07,4.09,2.52,526
158646,0.29,Very Good,E,VVS2,61.7,57.0,4.22,4.25,2.62,633
191961,0.51,Ideal,G,VS1,60.9,56.0,5.23,5.11,3.15,1781
176662,0.56,Ideal,F,SI1,61.8,56.0,5.29,5.36,3.29,1569
61454,0.52,Ideal,H,SI1,61.5,56.0,5.21,5.19,3.2,1280
7545,1.01,Ideal,H,SI1,61.8,57.0,6.43,6.49,3.99,4732
179627,0.32,Ideal,E,VVS1,61.9,55.0,4.39,4.41,2.72,954
52540,1.16,Premium,E,SI1,60.7,58.0,6.82,6.78,4.12,6976
3341,0.34,Ideal,G,VVS2,60.4,57.0,4.52,4.55,2.74,752
80260,2.12,Ideal,I,VS2,62.2,57.0,8.16,8.21,5.1,16512
70322,2.02,Ideal,I,SI2,61.5,57.0,8.19,8.27,5.06,15706
149198,0.91,Very Good,D,SI1,63.2,57.0,6.16,6.13,3.88,4977
72661,1.51,Premium,F,SI1,61.3,59.0,7.4,7.36,4.52,11147
148599,0.5,Good,E,VS2,61.0,62.0,5.11,5.17,3.13,1395
130982,0.32,Ideal,H,IF,61.3,57.0,4.39,4.43,2.7,884
192927,1.51,Premium,G,VS2,61.9,59.0,7.31,7.25,4.51,12261
28774,1.54,Premium,I,VS2,61.5,59.0,7.37,7.47,4.57,9524
45756,1.7,Good,G,VS1,63.8,56.0,7.53,7.55,4.82,17761
76674,1.03,Ideal,F,SI2,61.1,56.0,6.56,6.51,3.98,4274
22592,1.5,Ideal,H,VS1,62.0,56.0,7.33,7.37,4.55,12681
78834,0.51,Ideal,D,SI1,61.6,56.0,5.16,5.19,3.19,1641
73837,0.75,Ideal,H,SI2,62.8,56.0,5.8,5.83,3.66,2300
48659,0.4,Ideal,E,VS1,60.1,56.0,4.76,4.73,2.85,1125
112956,0.5,Premium,G,VS1,62.3,60.0,5.09,5.06,3.16,1577
68605,0.91,Good,I,SI1,57.4,62.0,6.49,6.43,3.69,3665
9115,0.4,Ideal,E,SI1,60.8,56.0,4.8,4.76,2.9,969
46254,1.01,Premium,F,VS1,62.0,58.0,6.48,6.43,4.01,7448
25223,0.43,Ideal,D,SI1,61.6,56.0,4.85,4.87,2.99,792
37582,0.42,Ideal,D,VVS2,61.0,55.0,4.88,4.86,2.97,1252
29213,0.54,Ideal,G,SI1,61.2,55.0,5.25,5.27,3.22,1286
157893,0.32,Ideal,D,SI2,60.8,57.0,4.47,4.5,2.73,612
137461,0.54,Ideal,D,SI2,61.8,56.0,5.18,5.21,3.22,1176
130967,1.5,Very Good,I,SI1,60.9,61.0,7.37,7.33,4.46,9283
30277,1.0,Premium,E,SI2,60.0,59.0,6.43,6.47,3.88,4657
158058,1.02,Ideal,D,SI1,62.1,54.0,6.48,6.53,4.04,5786
111832,0.61,Premium,E,VS2,62.1,58.0,5.43,5.38,3.36,1970
126392,1.01,Good,H,VS2,64.3,60.0,6.22,6.26,4.02,4559
99974,1.16,Very Good,H,SI1,62.1,58.0,6.68,6.73,4.18,5666
76132,0.53,Ideal,E,VS2,61.0,57.0,5.21,5.22,3.19,1712
123866,0.51,Very Good,G,VVS2,61.5,56.0,5.14,5.18,3.18,1857
182453,0.9,Very Good,I,SI1,61.9,56.0,6.16,6.2,3.82,3377
65700,0.7,Ideal,G,VS1,62.6,55.0,5.66,5.69,3.55,2749
161996,1.12,Ideal,F,VS1,61.5,57.0,6.64,6.66,4.08,8457
100150,1.71,Very Good,H,SI1,62.4,58.0,7.58,7.54,4.72,10197
156291,0.93,Premium,D,SI1,62.4,58.0,6.21,6.19,3.87,4381
153359,1.89,Good,G,VS2,57.9,62.0,8.18,8.14,4.74,16716
86229,1.04,Premium,F,SI1,61.1,58.0,6.53,6.48,3.98,5799
91802,0.41,Ideal,D,VS1,60.8,57.0,4.82,4.78,2.92,1230
33583,0.53,Ideal,D,SI2,62.3,55.0,5.16,5.19,3.23,1406
51165,0.52,Ideal,D,SI1,61.8,55.0,5.17,5.19,3.2,1572
74534,1.07,Premium,H,VS2,62.1,60.0,6.55,6.49,4.04,5045
45458,0.71,Ideal,D,SI1,61.1,57.0,5.75,5.78,3.52,2654
66559,1.33,Premium,J,SI2,59.4,61.0,7.15,7.12,4.3,4832
99321,1.58,Ideal,D,VS2,62.6,54.0,7.43,7.38,4.64,15426
152815,0.71,Very Good,F,VS1,59.3,59.0,5.81,5.85,3.46,2858
13427,0.73,Ideal,E,SI1,61.9,57.0,5.77,5.8,3.58,2839
94956,1.0,Very Good,G,SI2,63.4,57.0,6.34,6.31,4.01,4398
166880,0.3,Fair,F,VS2,64.5,54.0,4.26,4.22,2.73,776
182478,0.51,Ideal,G,VS2,61.7,56.0,5.15,5.18,3.18,1637
2311,0.7,Very Good,F,VS2,63.3,59.0,5.63,5.59,3.54,3026
165597,0.31,Ideal,H,IF,61.2,56.0,4.36,4.4,2.68,789
162946,1.08,Premium,F,SI1,62.4,56.0,6.6,6.56,4.1,5816
126084,0.42,Very Good,H,SI1,61.1,55.0,4.85,4.88,2.96,898
98098,1.2,Premium,G,VS2,64.4,58.0,6.68,6.64,4.31,7424
122102,0.51,Very Good,E,VVS2,59.5,57.0,5.21,5.27,3.11,2395
31549,0.3,Premium,D,VS2,62.0,58.0,4.3,4.26,2.65,710
82573,0.32,Ideal,H,VVS1,62.2,54.0,4.41,4.43,2.75,730
5376,1.1,Ideal,H,VS2,62.8,57.0,6.56,6.61,4.14,5447
60893,2.17,Very Good,J,SI2,62.2,59.0,8.31,8.26,5.15,14038
126394,2.39,Premium,H,SI2,60.8,60.0,8.65,8.59,5.24,13453
13750,0.31,Very Good,H,VS1,63.2,59.0,4.31,4.28,2.71,698
89858,0.7,Very Good,D,SI1,60.7,60.0,5.69,5.74,3.47,3047
34763,0.3,Good,G,VS1,63.8,57.0,4.27,4.29,2.73,605
137224,1.52,Premium,H,VS2,61.9,59.0,7.32,7.34,4.54,10215
33231,1.17,Ideal,J,VS1,62.6,56.0,6.75,6.7,4.21,5156
2154,0.52,Ideal,G,VS1,61.2,57.0,5.17,5.2,3.16,1689
85980,0.32,Ideal,I,VS1,61.5,56.0,4.39,4.42,2.71,523
73417,0.3,Ideal,I,VVS2,62.6,55.0,4.3,4.32,2.7,515
81052,0.51,Very Good,F,SI1,62.6,56.0,5.08,5.12,3.19,1207
113138,0.9,Ideal,F,SI1,61.4,56.0,6.17,6.23,3.8,4136
121571,0.3,Premium,F,VS2,60.2,60.0,4.33,4.35,2.61,776
60400,1.25,Premium,G,VS2,60.6,59.0,6.89,7.01,4.22,8358
83880,0.36,Ideal,H,SI2,62.1,55.0,4.57,4.6,2.85,467
99915,0.33,Ideal,G,IF,61.9,54.0,4.44,4.47,2.76,913
87289,1.0,Premium,E,SI2,61.8,60.0,6.32,6.31,3.91,4620
15991,2.01,Premium,D,SI2,61.3,59.0,8.15,8.11,4.97,12779
81762,1.52,Premium,G,VS1,59.4,59.0,7.52,7.43,4.41,14137
123166,1.54,Ideal,G,VS2,61.6,57.0,7.42,7.45,4.58,12822
94771,0.56,Ideal,G,SI1,61.6,56.0,5.28,5.3,3.26,1389
22556,0.5,Good,J,SI1,62.5,59.0,5.06,5.09,3.17,985
168668,0.7,Premium,H,SI1,62.3,60.0,5.65,5.61,3.51,2085
107787,1.05,Ideal,H,SI1,62.2,55.0,6.49,6.52,4.05,4785
62262,0.34,Ideal,F,SI2,61.6,55.0,4.49,4.54,2.78,440
61565,0.32,Ideal,F,VS2,60.1,57.0,4.45,4.43,2.67,828
99240,1.1,Very Good,G,IF,59.4,58.0,6.7,6.77,4.0,8475
51290,0.41,Very Good,G,VS2,62.8,60.0,4.71,4.73,2.96,827
190892,1.03,Ideal,G,SI2,62.0,56.0,6.43,6.49,4.01,4935
83136,0.6,Premium,G,VS1,58.9,59.0,5.5,5.54,3.27,1915
